caption,mental_state,language
Amar a vida é um presente maravilhoso.,Happy,English
Joyful reunion with long-lost friends after years of separation.   ,Severely Depressed,English
आसमा के परे एक जहां है कहीं झूठ सच का वाहा काएदा ही नही,Happy,Hindi
Just published a new blog post. Check it out!      ,Normal,English
Feeling accomplished after a productive day.       ,Stressed,English
"सपनों का पीछा करो, वो खुद चल कर आएंगे।",Stressed,Hindi
हर सपना पूरा करने की ताकत तुम्हारे अंदर है। 💪 #सपने_साकार,Stressed,Hindi
"Jealousy gnaws at my confidence, a toxic emotion.  ",Happy,English
Hoy me siento lleno de energía y motivación.,Moderately Depressed,English
Confusion clouds my Moderate Depressionld Depressionnd as I navigate through decisions.,Moderately Depressed,English
खुद पर गर्व करो।,Happy,Hindi
Savoring the warmth of a cup of cocoa on a chilly winter evening.   ,Happy,English
Amar a vida é um presente maravilhoso.,Normal,English
Moderate Depressionld Depressionssing an important event due to unforeseen circumstances. A day filled with sadness. ,Moderately Depressed,English
"Frustrated fingers tapping on the keyboard, a symphony of anNoyance composing an unsolvable puzzle of unmet expectations. ",Stressed,English
Envy eats away at me as I see others' prosperity.  ,Stressed,English
Attending a school club meeting to explore new interests. Dabbling in extracurricular activities. ,Normal,English
"ये प्रेम ऐसा कि जैसे सूरज की पहली किरण, जो हर दिन दिल को एक नई सुबह सा एहसास देती है।",Happy,Hindi
उसकी आँखों में देखा तो खुद को पा लिया।,Happy,Hindi
Bonjour! Aujourd’hui est une belle journée.,Happy,English
Amused by the antics of my pet??t's pure amusement!      ,Normal,English
साहस की जरूरत है।,Moderately Depressed,Hindi
"Gazing towards the horizon with hopeful eyes, painting a canvas of dreams illuModerate Depressionld Depressionnated by the sun of optiModerate Depressionld Depressionsm. ",Moderately Depressed,English
"Indifferent to the Noise of the world, a silent observer in the Moderate Depressionld Depressiondst of life's cacophony. ",Stressed,English
"Ambivalence in the air, caught between the crossroads of conflicting emotions and decisions. ",Happy,English
"La vida es un viaje, disfruta cada momento.",Stressed,English
सपनों का पीछा करते रहो। 🚶‍♂️ #सपने,Stressed,Hindi
खुद को हमेशा प्रेरित रखो।,Moderately Depressed,Hindi
"La vida es un viaje, disfruta cada momento.",Normal,English
"La vida es un viaje, disfruta cada momento.",Stressed,English
हर दिन एक नई शुरुआत है।,Happy,Hindi
"बस इतनी देर हो जाए, कि किसी को मेरे इंतज़ार की आदत न रहे।",Moderately Depressed,Hindi
Winter blues got me feeling low.                   ,Moderately Depressed,English
"हर जगह की, अपनी कहानी, अपना एक क़िस्सा होता है.!!",Happy,Hindi
Amar a vida é um presente maravilhoso.,Moderately Depressed,English
Feeling empowered after conquering a challenging hiking trail.     ,Moderately Depressed,English
"रास्ते मेरे हों, मंज़िलें चाहे जो हों।",Happy,Hindi
"जब खुद का साथ हो, तो आईना भी दोस्त जैसा लगता है।",Happy,Hindi
"Anxiety grips my heart, worry clouds my thoughts.  ",Moderately Depressed,English
"Anxiety grips my heart, worry clouds my thoughts.  ",Happy,English
सादगी ही असली खूबसूरती है। ✨ #सादगी,Stressed,Hindi
Savoring the warmth of a cup of cocoa on a chilly winter evening.   ,Severely Depressed,English
अकेलापन सन्नाटे से भी गहरा होता है। 😔 #अकेलापन,Happy,Hindi
Having a string of bad luck with constant techNology malfunctions. Tech troubles galore! ,Stressed,English
जीवन को बेहतर बनाने के लिए बदलाव ज़रूरी है।,Happy,Hindi
Reverence for the wonders of nature on a hiking trail.,Stressed,English
Winter blues got me feeling low.                   ,Stressed,English
Ich liebe die Natur und ihre Schönheit.,Stressed,English
"तुम हमेशा मेरे लिए ख़ास रहोगे, फिर चाहे हमारी बात हो या ना हो !",Normal,Hindi
"तुम हमेशा मेरे लिए ख़ास रहोगे, फिर चाहे हमारी बात हो या ना हो !",Normal,Hindi
Hoy me siento lleno de energía y motivación.,Stressed,English
Ich liebe die Natur und ihre Schönheit.,Severely Depressed,English
"इस तस्वीर में जितनी सादगी है, शायद उतनी ही हिम्मत भी।",Stressed,Hindi
"शब्दों में बयां न हो पाए वो एहसास, जो इस पहनावे में बसता है।",Moderately Depressed,Hindi
हर दिन एक नई शुरुआत है।,Happy,Hindi
"In the tennis tournament, a highly anticipated player experiences a setback, leaving fans in shock and questioning the unforeseen turn of events. ",Moderately Depressed,English
"Helplessness engulfs me, drowning in a sea of problems.",Happy,English
Attending a school club meeting to explore new interests. Dabbling in extracurricular activities. ,Moderately Depressed,English
"Like a withered rose in the garden of love, petals fall, a silent surrender to time. ",Happy,English
नींद की कमी से परेशान हूं।,Normal,Hindi
"Despair clouds the Moderate Depressionld Depressionnd, feeling adrift in an endless sea of darkness. ",Stressed,English
Bonjour! Aujourd’hui est une belle journée.,Normal,English
"Numb to the chaos, emotions locked away, a stoic facade concealing the inner turmoil. ",Happy,English
"मेरी जड़ों का एहसास, जो इस लिबास के रंगों में खिलता है।",Happy,Hindi
Confusion clouds my Moderate Depressionld Depressionnd as I navigate through decisions.,Moderately Depressed,English
"La vida es un viaje, disfruta cada momento.",Normal,English
Feeling lonely on a Saturday night. Sometimes solitude hits harder than expected. ,Moderately Depressed,English
Trying out a new recipe for dinner tonight.        ,Moderately Depressed,English
Overflowing happiness: welcoModerate Depressionld Depressionng a new faModerate Depressionld Depressionly member!  ,Happy,English
कोई साथ नहीं देता।,Happy,Hindi
जिंदगी में कुछ भी स्थायी नहीं होता। 😔 #बदलाव,Severely Depressed,Hindi
Hoy me siento lleno de energía y motivación.,Moderately Depressed,English
Just adopted a cute furry friend! ???              ,Stressed,English
"La vida es un viaje, disfruta cada momento.",Happy,English
Ich liebe die Natur und ihre Schönheit.,Moderately Depressed,English
Feeling inspired after attending a workshop.       ,Stressed,English
"Indifferent to the Noise of the world, a silent observer in the Moderate Depressionld Depressiondst of life's cacophony. ",Stressed,English
"खामोशियों की गूंज में जैसे कोई पुकार है, हर सन्नाटे में एक उसकी धड़कन महसूस होती है।",Moderately Depressed,Hindi
